condition,run,model,triples_seen_in_training,test_frequency,training_frequency
50L_50NL,1,50L_50NL_1_4,"('ɾs', 'ɾs', 'ɾs')",1,837
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 's', 's')",43,468
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 's')",142,1911
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 's')",105,1444
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
