condition,run,model,triples_seen_in_training,test_frequency,training_frequency
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('sk', 'sk', 'sk')",105,1464
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 's', 'sk')",70,915
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
50L_50NL,1,50L_50NL_1_4,"('s', 'sk', 'sk')",211,2890
